original_row_index,oof_pred,rating_true
14035,2.65,3.0
22293,4.14,3.0
6325,3.28,3.0
53300,3.48,4.0
3660,4.17,3.0
35641,4.27,3.5
37005,3.11,3.0
18489,3.64,4.0
9434,2.9,2.5
47390,4.48,5.0
63486,3.49,4.0
70200,3.97,4.0
9115,3.1,4.5
4573,3.57,3.0
36303,4.4,5.0
17219,4.12,3.5
45278,3.9,4.0
15303,4.05,4.5
25589,3.55,4.5
60775,3.82,3.5
16244,4.21,4.5
42397,3.29,4.0
77853,3.63,2.0
72268,4.06,4.5
14167,3.66,2.5
3362,3.99,4.0
26278,3.36,4.0
13045,4.23,5.0
63729,2.86,3.0
19764,3.43,2.0
53533,3.78,4.0
48483,3.79,5.0
44136,3.4,3.0
42393,4.19,2.0
30448,3.36,3.0
47257,3.85,4.0
42166,4.19,5.0
26344,3.63,5.0
54540,3.37,5.0
39812,3.84,2.0
25240,3.59,2.5
38484,3.73,3.0
21018,3.33,4.0
42043,3.59,2.5
36672,4.14,2.5
8657,3.61,3.5
10034,3.89,4.0
36986,3.89,3.5
52577,3.43,2.0
62133,3.95,4.0
15226,4.01,4.0
41686,3.77,5.0
62841,3.78,4.0
71113,3.18,3.0
25819,3.62,3.0
54191,4.21,4.0
53510,3.14,1.5
81195,3.0,4.5
26573,3.54,4.0
13882,4.3,3.5
58864,3.93,4.0
64578,3.98,5.0
7692,3.8,4.5
37622,4.16,3.0
56555,4.35,5.0
26768,3.9,5.0
13971,3.31,3.0
21139,3.7,5.0
28881,4.23,4.0
53074,4.07,4.0
5163,4.4,4.0
28290,3.86,4.5
67745,2.8,3.5
8935,3.6,4.0
66654,2.84,1.0
18196,3.81,3.0
57220,3.9,3.5
1972,3.86,2.0
16317,3.45,2.0
37734,3.26,4.0
72666,2.94,4.0
63687,3.05,3.5
37770,3.73,3.0
66959,3.03,3.0
18736,4.27,5.0
69325,3.47,4.0
54359,3.77,5.0
55420,2.91,2.0
66300,3.67,4.0
31650,3.76,2.5
23159,3.14,2.0
20480,3.92,3.5
17300,3.16,4.5
66198,3.82,3.5
71805,3.67,3.5
24042,4.21,4.0
52104,3.59,2.5
76903,3.1,4.0
34826,3.02,3.5
72712,3.16,5.0
52679,3.33,3.0
37848,3.64,4.0
7071,3.38,4.0
39639,3.96,4.0
29441,3.54,4.0
18523,3.79,4.0
44900,3.64,5.0
71336,3.49,3.5
45844,4.07,4.0
54999,3.31,2.0
75049,3.41,4.0
36195,3.91,4.0
80647,3.47,4.0
57968,3.35,3.5
11084,3.72,5.0
52910,3.4,2.5
7930,3.75,5.0
6898,3.25,2.0
81885,3.48,4.5
40476,4.02,4.0
52500,4.06,3.0
27310,4.13,5.0
12791,4.23,4.5
52516,2.98,1.5
21446,3.32,4.5
21925,3.82,1.0
70725,3.38,5.0
11037,3.66,4.0
39360,3.03,2.0
52486,3.21,0.5
38533,3.13,5.0
47091,3.9,4.5
50790,3.46,4.0
38850,3.05,4.5
56282,3.49,3.0
29702,3.65,2.0
8465,3.97,4.0
69995,3.79,4.0
7093,3.65,4.0
68437,4.42,5.0
75425,3.91,3.5
74014,2.87,4.0
4331,4.1,4.0
74615,3.97,3.0
78804,3.83,4.0
54567,4.11,5.0
74969,3.44,4.0
30559,2.74,2.0
79779,4.16,4.5
46093,4.03,4.5
22674,3.49,3.0
20345,4.21,5.0
25697,4.17,5.0
63547,3.84,4.0
20968,3.75,3.0
1172,3.68,2.0
9246,3.47,2.5
20240,3.47,5.0
53048,3.69,4.0
67804,3.7,4.5
77541,3.25,2.0
67581,2.83,3.0
2803,4.06,4.0
22846,3.42,3.0
598,4.22,4.0
71539,3.54,3.5
11966,4.02,2.5
52804,3.5,3.0
45585,3.14,2.5
34711,3.9,5.0
67004,3.67,4.0
71468,3.72,2.5
55472,3.85,3.0
53705,3.22,2.5
26376,3.79,4.0
56306,4.16,1.0
39788,3.74,3.0
8902,3.56,4.0
52475,3.0,4.0
27029,4.37,5.0
30038,3.51,4.0
61720,3.29,1.0
63393,4.18,3.0
50743,3.93,4.0
49238,3.68,4.0
62520,3.91,3.5
46542,3.23,3.0
9929,3.48,4.0
21678,3.51,4.5
56116,3.68,2.0
49680,3.95,4.5
59009,3.47,3.0
27008,3.6,4.0
34173,3.08,4.0
54169,3.31,4.0
19372,3.57,3.0
70430,4.26,5.0
60980,4.06,5.0
45642,3.2,4.5
75135,3.38,4.0
25763,3.83,5.0
52962,3.33,2.0
36867,3.41,0.5
38056,3.32,4.0
50147,3.89,4.0
39042,3.86,5.0
20589,3.53,2.0
38547,3.84,3.0
78981,4.14,3.0
56805,3.46,2.0
74101,3.52,4.0
81514,3.42,4.0
59268,4.08,2.5
24642,3.52,4.0
13777,3.51,4.0
11633,4.08,5.0
48509,4.21,5.0
32389,3.74,4.0
507,3.67,4.0
27748,3.89,3.0
30420,2.71,2.5
74022,3.16,4.5
45287,3.19,2.0
18984,3.74,4.5
72778,3.45,2.0
73230,3.88,3.5
14690,3.45,4.0
52407,3.92,3.5
6900,3.96,4.0
79093,4.04,4.0
75496,4.03,4.0
21555,3.29,3.5
18902,3.45,4.0
71924,3.8,5.0
4134,3.76,5.0
42679,4.41,4.0
43307,3.99,4.0
12469,3.87,4.0
73418,3.59,3.5
75400,3.8,3.5
41566,3.92,5.0
58163,2.99,3.5
41849,3.73,1.0
3948,3.43,3.0
53610,3.65,2.0
74438,4.28,4.0
46845,4.22,4.5
22677,2.91,3.0
48987,3.6,3.5
31731,3.72,3.0
66630,3.78,4.0
22747,3.37,3.0
13929,4.27,5.0
14173,4.23,5.0
63046,4.13,3.5
26434,3.12,2.0
78963,3.21,4.0
14468,3.91,5.0
73924,3.99,4.5
31219,3.39,4.0
18731,3.87,4.5
52627,2.96,1.0
27744,4.19,5.0
79282,3.88,2.5
32899,3.41,4.0
81427,3.57,3.0
43755,3.25,3.5
17629,3.95,4.0
75653,4.25,4.0
55639,2.9,2.5
18445,3.36,2.5
3654,3.63,2.0
11488,3.13,4.0
70118,3.66,3.0
28064,3.04,3.0
77024,2.91,3.0
32673,4.02,3.5
10539,3.21,2.5
71624,3.47,3.5
36783,3.85,2.0
45470,3.44,3.0
31805,3.67,3.0
30318,3.26,3.0
69578,2.49,4.0
63146,3.41,4.0
27974,3.15,3.0
40714,2.75,4.5
70508,3.61,4.5
62085,3.87,4.5
78295,3.09,2.5
64242,4.44,5.0
52573,3.1,2.5
60538,3.54,2.0
21826,3.89,5.0
13018,3.19,4.0
39338,4.12,5.0
60446,3.89,1.0
59536,3.86,3.5
15616,4.26,4.0
21103,3.63,5.0
38108,3.12,3.0
18354,3.98,5.0
44495,2.91,2.0
16486,4.07,5.0
35262,3.91,4.5
48506,3.67,4.0
69105,3.58,3.0
18361,4.0,5.0
38975,4.07,5.0
73921,4.1,4.0
21114,2.93,5.0
45131,3.49,4.0
58054,3.53,3.5
50718,4.03,4.5
28900,3.64,3.0
7688,3.75,3.5
77742,3.02,4.0
29394,3.93,4.0
36964,3.6,3.0
17839,3.44,1.0
30664,3.89,5.0
76549,4.21,4.0
54606,3.79,5.0
74453,3.94,4.0
66169,3.54,4.0
61655,3.66,3.0
21644,3.92,3.0
18823,3.1,2.5
60744,3.52,4.0
29133,3.46,3.0
655,3.02,2.0
36109,3.63,4.0
18849,3.13,3.0
30173,3.61,4.5
65118,3.68,3.0
78715,3.5,4.0
68897,2.6,4.0
68660,3.81,4.0
37486,3.52,3.5
36737,3.34,3.0
28154,4.07,4.0
54349,2.97,2.0
48648,3.69,3.0
31368,2.43,2.5
56986,3.52,0.5
56406,3.81,3.0
24515,3.76,2.0
81239,3.17,4.0
18948,3.47,3.0
58419,4.14,2.0
5148,4.1,5.0
39461,4.03,2.5
49178,3.89,5.0
62578,3.75,4.0
23343,3.33,2.0
30590,3.64,2.0
16158,3.65,0.5
54151,3.49,2.0
35081,3.72,5.0
22305,3.99,3.0
45936,3.11,1.5
24441,3.51,3.0
63057,3.36,3.0
64502,4.26,4.0
40945,4.22,5.0
14546,3.55,4.0
57121,3.21,2.0
7932,3.36,5.0
31596,3.78,5.0
26182,3.43,4.5
28055,3.43,3.0
53425,3.65,1.5
49503,3.46,2.0
2205,3.34,1.0
36657,4.32,3.0
66091,2.91,2.0
50306,4.13,4.0
71461,3.87,3.5
49581,4.0,4.5
44242,3.71,3.0
52287,3.45,4.0
2752,4.21,4.0
10102,4.11,4.0
50549,3.47,3.0
58381,4.05,4.0
5898,3.36,2.0
76491,3.66,4.5
62543,3.49,4.5
57815,3.1,3.5
16550,3.74,4.0
33638,4.07,4.5
24939,2.97,3.0
11975,3.21,1.5
9268,4.0,3.0
74153,3.45,4.0
48529,4.36,4.5
39645,3.49,3.0
48756,4.19,5.0
9585,3.59,4.0
30167,2.97,1.0
73951,4.14,0.5
16708,3.65,4.5
53600,3.66,3.0
46871,4.13,5.0
40894,3.49,5.0
58511,2.85,3.0
77217,3.04,1.0
5313,3.66,3.0
1897,3.02,3.5
33967,3.86,3.0
13172,3.72,4.0
73487,3.65,5.0
68894,2.88,5.0
3985,3.65,4.0
78284,3.63,4.0
66429,3.42,4.0
5121,3.85,5.0
71475,3.61,3.5
72565,3.63,3.0
7494,3.49,4.0
29252,3.72,4.0
40937,4.18,5.0
1306,3.89,2.5
20507,4.01,4.5
3326,3.91,3.5
26696,3.69,4.0
43299,2.95,2.0
25241,3.73,3.0
77674,3.7,3.5
6183,3.79,3.0
34142,3.79,4.5
81457,3.22,5.0
51628,4.03,4.0
23649,4.21,3.5
25108,2.91,3.0
52775,3.76,3.0
64849,3.38,4.5
81303,3.73,4.0
74590,3.98,4.0
8995,4.09,4.5
22405,3.34,3.0
14183,3.27,3.5
57647,3.03,2.0
2331,3.97,2.0
48613,4.03,3.0
16294,3.22,3.5
65090,3.7,1.0
63180,4.51,3.0
62929,3.3,0.5
30463,4.3,2.5
43338,3.88,3.0
34077,3.76,3.5
66865,3.43,4.0
705,4.18,5.0
11082,3.95,4.0
79271,3.36,4.0
61943,3.6,5.0
71505,3.65,3.5
64327,4.02,3.0
72024,4.01,4.0
10810,3.88,0.5
18551,3.69,5.0
49445,4.26,0.5
75640,4.01,3.0
74190,4.21,5.0
18247,3.44,2.5
64635,3.15,5.0
66099,3.66,4.0
21557,3.57,3.5
41811,3.99,5.0
75068,3.53,4.5
11563,3.44,2.0
12584,3.69,5.0
76485,3.73,3.5
25972,3.68,4.0
3498,4.14,3.0
29243,3.63,4.0
66410,4.17,5.0
5591,3.84,3.5
58919,3.52,4.5
38923,3.92,4.0
55284,3.52,3.5
51206,4.1,5.0
32095,4.19,4.5
36845,3.77,2.5
19740,3.48,2.5
15417,3.61,4.0
22828,4.27,5.0
67055,3.26,3.5
33624,3.25,3.5
6305,3.59,3.5
2724,3.3,3.0
37890,4.21,4.5
76396,4.19,5.0
70315,2.72,2.0
40883,3.63,0.5
77111,3.38,4.0
51448,3.14,3.0
12986,3.97,5.0
36021,3.54,4.0
59617,3.31,5.0
39277,3.91,2.5
55020,3.92,2.5
64499,3.76,3.0
58089,3.79,3.5
65687,3.28,1.5
9242,2.74,2.0
56208,3.41,3.0
55138,3.06,2.5
38481,4.12,2.0
40092,3.51,1.0
52272,3.57,4.0
14441,3.66,5.0
44459,3.11,4.0
80613,3.37,4.0
65708,3.57,3.0
67710,4.05,4.0
39774,4.22,5.0
25950,4.51,5.0
66926,2.82,2.0
44344,3.65,4.0
46004,4.31,3.0
20423,3.31,4.0
8254,4.02,3.5
11756,3.59,3.5
27828,3.78,3.5
58206,3.58,2.0
13511,3.85,3.5
76163,2.78,3.0
32641,3.14,3.5
737,4.04,1.0
1225,3.3,2.5
9627,3.44,4.0
77927,3.89,5.0
70251,4.03,5.0
444,3.36,4.0
58722,3.78,1.0
80545,3.03,2.0
33433,3.76,4.0
64144,2.34,3.0
10136,3.56,3.0
67530,3.22,3.5
54458,3.64,4.0
62104,3.88,3.5
79939,3.95,4.5
65610,3.99,5.0
72933,4.0,5.0
60411,3.47,2.0
67869,3.42,3.5
62962,3.37,4.0
626,4.01,3.0
70117,3.69,4.0
57976,3.45,3.5
74918,3.39,3.5
1709,3.72,3.0
65372,3.7,3.5
56930,2.82,1.5
49073,3.22,3.0
11439,3.96,5.0
45732,2.65,3.0
32769,3.56,1.5
61104,3.86,2.0
42546,3.59,4.0
59572,4.0,2.5
28314,4.39,4.0
70395,3.56,3.0
40159,3.87,3.5
37182,3.74,4.0
2344,4.2,4.0
50030,2.99,2.5
61132,3.79,2.0
38367,3.7,3.5
7953,3.14,5.0
22267,3.88,4.0
19554,3.06,2.0
57622,2.96,4.5
19707,3.66,5.0
71507,3.69,4.0
26178,3.76,2.0
51509,3.72,5.0
78736,3.63,4.0
12896,3.13,2.0
77426,3.52,2.5
74646,3.59,4.0
1589,3.48,1.0
47309,3.89,5.0
25790,3.36,5.0
50708,3.66,5.0
46038,3.93,4.0
9194,3.78,4.0
26134,3.82,2.0
15871,3.47,5.0
80329,2.86,1.0
10676,3.99,5.0
21822,3.39,4.0
45198,4.08,5.0
49201,3.84,4.0
64720,3.22,4.5
38837,3.34,4.5
34813,3.51,4.0
62858,2.92,1.0
40359,3.59,3.0
77999,3.2,4.0
60998,2.99,4.0
58583,4.37,5.0
52415,3.28,3.0
8529,3.48,2.5
80409,4.2,5.0
1101,3.88,4.0
61516,3.0,3.0
71986,4.18,5.0
39480,3.83,4.0
61208,3.97,4.0
41841,3.86,3.5
61529,3.93,5.0
38483,3.36,1.0
25552,4.0,3.5
17649,3.21,4.0
23569,4.02,4.5
34848,3.21,3.5
24383,4.11,5.0
38189,3.67,3.5
23070,3.61,3.5
10703,3.51,2.5
53920,3.59,3.5
64958,2.74,2.0
41009,4.21,4.0
57904,4.12,5.0
71897,3.44,3.0
30608,3.41,2.0
72381,4.14,3.5
59691,3.98,4.0
28170,2.97,4.0
17681,3.11,2.5
73398,3.09,2.5
31098,3.87,4.0
25874,4.06,4.0
75754,3.39,3.0
32233,3.52,4.5
19807,3.39,2.5
18624,4.36,5.0
3234,2.62,1.0
60481,4.06,3.5
30159,2.98,2.0
366,3.39,4.5
10512,3.1,0.5
52914,3.23,1.5
22784,4.18,2.0
48437,3.74,3.0
45970,3.14,3.5
65653,3.5,2.5
59891,4.06,3.5
19835,3.59,2.5
36853,3.53,3.0
52734,3.1,2.5
17980,2.99,3.0
63907,3.52,2.0
11324,3.89,4.0
31585,3.45,4.5
35934,3.18,2.0
69953,3.17,3.0
24511,3.6,3.0
55619,3.67,3.0
29705,3.9,5.0
59216,4.37,3.0
14755,3.93,4.0
78291,3.46,4.0
793,4.16,3.0
59696,3.66,3.5
3920,4.01,4.0
20831,3.73,5.0
20456,4.17,3.0
37438,3.05,2.0
67837,3.32,4.5
29989,3.7,4.0
52938,3.56,1.0
12602,3.73,2.0
7171,3.75,3.0
59197,3.46,3.0
23478,3.65,4.0
46545,3.28,3.5
48413,2.65,3.0
44324,3.31,3.5
39556,3.05,4.0
18859,4.06,4.5
4404,3.74,5.0
27344,3.69,1.0
64561,2.97,3.0
30966,3.97,3.5
31448,3.5,3.5
25158,3.66,3.0
1986,3.58,4.0
80848,3.92,3.0
30178,3.56,5.0
25865,4.28,3.5
65451,3.75,2.0
79857,3.24,4.0
4831,3.03,4.0
79439,4.24,5.0
15669,3.56,4.0
30529,3.51,3.0
8847,3.22,2.5
58180,3.84,4.0
48175,3.09,3.0
31004,4.18,3.0
64065,3.36,4.0
56422,3.56,3.0
80431,4.05,5.0
33054,3.52,4.0
8857,4.3,4.5
79663,3.11,4.0
69760,3.66,3.5
32333,4.1,5.0
3162,4.19,3.5
64468,3.18,1.0
54764,2.69,2.0
15624,4.4,4.0
1477,3.45,3.0
39224,4.26,5.0
49307,3.78,5.0
46222,3.23,3.0
54754,3.37,1.5
9397,3.39,3.5
75777,2.99,3.5
29365,2.75,4.0
1666,2.77,0.5
28806,2.86,3.5
72248,3.95,4.0
74493,3.88,5.0
56691,3.25,2.5
35470,3.46,4.5
3195,3.73,4.5
13571,4.21,4.0
68989,3.13,5.0
6920,3.27,4.0
75044,3.78,4.0
75207,3.66,3.0
18751,3.97,5.0
70897,4.18,2.5
7042,3.64,2.0
25361,2.95,3.0
36278,4.2,4.5
72237,4.13,5.0
59728,3.71,1.0
20406,3.84,3.0
36315,4.3,5.0
46270,3.93,3.5
7548,3.73,2.5
1870,3.86,1.0
22451,2.86,1.0
59804,3.69,3.5
68954,4.02,4.0
27558,3.6,5.0
54341,3.39,4.0
23802,3.44,3.0
46609,3.4,3.5
38454,3.67,5.0
76750,3.45,3.0
19495,3.79,3.0
837,3.18,3.0
64322,4.54,5.0
24365,2.83,3.0
11041,3.62,3.0
34890,4.06,3.5
81366,4.0,4.0
3419,4.28,4.0
3057,3.84,3.0
80628,3.82,4.5
72746,3.58,5.0
23548,3.68,5.0
70122,3.8,4.0
60456,3.73,3.0
37509,3.84,4.5
41194,3.23,3.0
32155,3.78,4.0
64806,3.75,4.5
29668,3.38,5.0
51002,3.22,4.5
6984,3.18,4.0
54845,4.37,4.0
22875,3.71,3.5
21708,3.6,3.0
50980,3.32,4.5
62655,3.96,5.0
77195,4.18,4.0
45040,4.08,5.0
81469,3.22,3.0
72614,3.76,3.0
13634,3.94,4.0
70895,3.73,4.5
12495,3.72,4.5
79290,3.71,3.5
79219,3.25,1.0
14622,4.05,4.0
40837,3.64,2.5
24363,3.41,4.0
62866,3.58,4.0
7695,4.02,5.0
31038,4.18,5.0
26439,3.13,4.0
63296,3.58,3.0
32463,4.31,5.0
10522,3.34,0.5
38857,3.19,4.5
9659,3.9,4.5
25236,3.76,2.5
38214,4.03,5.0
31633,4.16,5.0
2298,4.29,4.5
34829,3.55,3.0
7182,3.77,5.0
44718,3.11,3.0
71261,2.66,3.0
57073,3.1,3.0
16890,3.75,4.5
72486,3.4,4.0
42510,3.28,1.0
25027,3.78,1.0
81781,4.16,4.0
77074,3.06,1.0
32715,3.82,4.0
58865,4.14,4.5
9185,3.2,3.0
52483,4.21,5.0
71022,3.47,3.0
33404,3.45,3.0
50066,3.88,5.0
30489,3.51,4.0
43683,3.78,3.5
36295,4.3,5.0
38122,3.82,3.5
16956,3.34,3.0
61167,3.09,2.0
43650,3.46,3.0
21361,3.3,4.0
31572,3.04,2.0
5871,3.57,4.0
26578,3.85,5.0
18199,4.01,3.5
70534,4.03,5.0
898,4.23,5.0
80292,4.15,5.0
43949,3.82,3.0
78450,4.13,5.0
77705,3.71,3.5
45458,3.64,4.0
23709,3.4,4.0
18080,3.38,1.0
60628,3.51,4.0
30055,3.77,5.0
81169,3.18,4.0
67651,4.07,4.0
4265,4.18,5.0
16999,3.46,5.0
16636,3.49,1.5
63534,3.81,4.0
49473,4.11,4.0
10548,3.61,4.0
38497,3.97,4.0
70017,3.35,3.5
48583,4.1,3.5
29942,3.69,4.0
10514,3.22,2.5
41955,3.52,4.0
499,3.92,4.0
28912,3.25,3.0
15999,3.09,3.0
63738,3.65,4.0
60445,3.87,2.0
1021,3.56,2.5
59661,3.65,5.0
60920,3.34,3.0
12001,3.11,2.5
54546,3.62,4.0
10033,4.16,4.0
77410,3.51,2.5
12965,4.27,5.0
8735,2.83,3.5
74719,2.8,1.5
53863,3.08,3.0
45615,3.32,4.0
2005,3.99,1.0
33160,3.8,3.0
6844,3.97,5.0
39093,3.98,5.0
44474,3.91,4.0
69972,2.81,3.0
66851,3.71,3.5
17816,4.13,4.0
61031,3.2,3.0
47905,4.2,3.0
24262,3.03,3.5
62387,3.69,3.5
60664,3.28,4.0
61772,3.14,1.0
69961,2.96,3.0
73670,3.48,3.0
57713,3.22,4.0
59727,3.99,5.0
33625,3.61,4.5
58349,3.17,4.0
65001,3.84,0.5
26348,3.84,3.0
25316,3.67,2.0
53434,4.2,4.0
80702,3.04,2.0
68270,3.53,4.0
36151,3.37,2.0
23408,4.04,4.0
54962,3.48,2.5
77240,3.57,3.0
43987,3.14,2.0
32730,3.57,4.5
14717,4.13,5.0
49387,3.79,3.5
77239,3.85,4.0
7598,4.2,5.0
74333,4.09,4.0
3496,3.99,4.5
39990,4.25,3.5
2215,3.01,4.0
14626,3.64,4.0
6853,4.21,2.0
50225,3.93,5.0
77152,2.81,3.0
20226,4.07,4.0
76811,2.96,1.0
73712,3.17,4.0
80569,3.97,4.0
65992,3.53,2.5
12313,3.12,4.0
4605,3.56,5.0
65378,3.59,2.5
69303,4.2,4.0
24268,4.0,4.5
31545,3.92,4.5
62090,3.53,4.5
13901,3.39,4.0
49486,3.43,4.0
46940,3.66,1.5
7379,4.13,5.0
63854,3.51,3.0
5552,3.35,4.0
34178,3.78,5.0
77171,3.78,2.0
53298,3.92,4.5
47100,4.14,5.0
14405,3.95,5.0
28769,3.53,2.5
18410,3.87,4.0
11575,3.5,4.0
59811,4.22,4.0
73027,3.37,3.5
15729,3.53,3.5
8144,4.2,5.0
3434,3.75,3.0
66092,3.01,4.0
66384,3.78,3.0
19161,4.09,3.5
43263,3.6,5.0
67057,3.4,4.5
18858,3.88,3.0
66140,3.69,4.5
25038,4.06,2.5
34499,3.32,4.5
25170,2.95,3.5
30838,2.95,2.0
1940,3.42,1.0
38381,4.19,3.5
73867,3.42,2.0
51572,4.08,4.0
54100,3.73,4.0
29048,3.96,5.0
44949,3.9,4.0
24661,3.54,3.0
17161,4.0,3.0
31960,3.39,5.0
60817,3.92,3.5
15862,3.54,5.0
67375,2.62,4.0
47431,3.77,4.0
33341,3.81,4.5
5574,3.14,3.5
28052,3.53,3.0
7475,3.12,4.0
47310,3.62,3.0
35087,4.14,3.5
23897,3.25,2.5
26960,3.47,4.0
4568,3.79,3.0
6918,3.94,2.0
56354,4.02,5.0
3394,3.42,4.5
31874,3.49,3.5
23976,3.5,4.0
50419,3.67,4.0
67879,3.42,2.5
46888,2.89,1.0
25434,2.95,3.0
38439,3.57,3.0
50854,4.23,4.0
31282,3.41,5.0
73286,3.54,5.0
79230,3.14,4.5
13271,4.03,4.0
78888,3.43,3.5
28457,4.02,5.0
41580,3.68,5.0
1453,3.75,1.0
22164,4.26,3.0
25065,3.64,3.0
78092,3.51,4.0
56091,4.1,4.0
54610,3.73,5.0
10753,3.93,5.0
61801,3.81,5.0
61346,4.21,4.0
3503,4.2,4.0
1662,3.17,0.5
51237,4.08,4.5
35287,3.86,4.5
72499,3.44,4.0
76763,3.6,1.5
81341,3.64,4.0
45775,3.63,3.0
21617,3.21,4.0
63735,3.43,4.5
3397,4.0,4.5
44098,3.46,5.0
47262,3.53,3.0
71563,3.86,4.0
4868,3.35,4.0
19103,3.44,3.0
4183,3.8,3.5
76171,4.28,5.0
29637,4.18,4.5
25718,3.37,3.0
50543,3.83,3.0
13837,3.76,2.5
3261,2.66,2.0
20540,3.3,3.0
67923,3.56,3.5
17058,3.98,3.5
7291,3.13,2.0
41428,4.23,5.0
80923,3.78,3.5
35417,3.5,3.0
49851,3.93,2.0
34268,2.96,4.0
6909,3.68,4.0
60642,3.95,4.0
5968,3.9,4.0
25680,3.96,5.0
22000,3.72,5.0
9679,3.57,4.0
68799,2.34,2.0
56825,3.76,4.0
57188,3.55,4.0
68741,3.61,5.0
31657,3.19,2.5
19916,3.6,4.5
77789,3.36,4.0
36201,3.94,5.0
17937,3.94,2.0
22409,3.63,3.0
55574,3.72,2.5
27799,4.23,5.0
64460,3.45,1.0
11760,2.78,3.0
11932,4.14,2.5
18831,3.79,3.0
25103,2.94,2.5
28295,4.01,3.0
77790,3.36,2.5
74930,3.79,4.0
39554,4.16,2.0
58713,3.6,4.0
42921,3.73,4.0
47833,3.87,5.0
40623,4.15,4.5
45717,3.83,2.0
10813,3.15,4.5
54236,3.14,4.0
27751,3.91,4.5
65167,3.78,4.0
63316,3.05,3.0
43497,3.75,4.0
10790,3.92,4.0
21709,3.66,4.5
28161,4.15,4.5
1651,4.18,5.0
63442,3.87,4.0
67916,3.79,4.0
9420,3.73,4.0
20199,3.75,2.5
23229,3.55,3.0
20237,4.16,5.0
66381,3.76,3.0
35014,4.21,3.0
61730,3.68,3.0
68428,4.05,4.0
73654,3.95,4.0
37896,4.22,4.0
36776,4.08,2.5
57946,4.22,5.0
38555,4.23,0.5
69407,3.83,4.0
53696,3.47,3.0
65723,3.65,1.0
47479,3.12,4.0
6066,3.91,3.0
46180,3.13,1.0
42759,3.89,4.0
388,3.17,4.5
32628,3.73,2.0
61331,3.91,5.0
50013,2.88,5.0
29356,3.82,5.0
22158,2.96,4.0
67738,3.42,4.5
38030,3.76,4.0
29759,3.73,5.0
5894,3.66,3.0
49757,4.03,5.0
58567,3.0,4.0
16058,3.15,3.0
59313,3.5,2.0
7619,3.6,2.0
73395,3.41,3.5
21317,3.94,4.0
10339,3.31,5.0
46499,3.67,3.0
69030,3.93,4.0
6180,3.85,4.0
16205,3.52,3.5
23212,3.17,4.5
21387,4.24,5.0
16279,3.84,3.5
5716,3.15,4.0
25924,3.87,5.0
63171,3.79,3.0
6208,3.72,3.0
54666,3.2,4.0
72600,3.05,3.0
64670,3.99,4.0
3805,3.82,3.0
71804,3.05,4.0
15089,3.38,2.0
55391,4.01,3.0
5729,4.23,4.5
13913,3.28,2.5
38592,3.98,4.5
78273,3.79,2.0
29226,4.01,4.0
24794,2.38,2.0
30896,3.7,3.5
61373,3.68,3.0
54240,3.73,3.0
49512,3.57,2.5
7018,3.32,2.0
55618,3.66,3.0
37821,3.93,3.0
22614,3.07,4.0
43179,3.96,4.0
66421,3.14,3.0
11344,2.98,2.0
4489,3.45,3.0
32004,3.96,3.5
43552,2.91,2.5
12785,2.76,3.0
10791,3.87,3.5
70512,3.3,3.0
2664,3.38,3.0
31312,3.98,5.0
31609,3.56,4.0
58358,2.7,3.0
64516,3.75,3.0
28860,3.96,3.5
27066,4.09,4.0
36074,3.87,3.0
81648,3.7,4.0
18166,2.7,1.0
28776,3.11,3.0
4572,3.5,4.0
56203,3.66,4.0
10886,3.35,3.5
19089,3.75,3.5
34555,3.13,3.0
50210,4.04,2.5
34231,3.86,3.5
79958,3.41,5.0
57285,3.31,4.0
45503,3.19,3.0
79184,4.31,4.0
52212,3.27,2.5
24973,3.3,2.0
2917,4.06,0.5
38083,3.36,3.5
26183,4.2,0.5
16459,3.64,3.0
31983,3.6,4.0
53446,4.4,5.0
21500,2.87,2.5
24416,2.82,3.0
49173,3.16,3.0
17456,3.63,5.0
81280,3.18,3.0
34998,3.17,5.0
64246,3.79,4.0
29244,2.72,2.0
29227,3.57,4.0
68784,3.19,5.0
54589,4.03,3.0
74040,3.5,3.0
24237,3.45,2.5
5816,3.41,4.0
36616,3.78,3.0
25861,3.72,4.0
30483,3.93,3.5
38438,3.56,4.0
67175,3.79,5.0
29446,3.89,3.0
79024,3.8,5.0
59236,4.14,3.0
72838,4.13,3.0
22609,2.97,4.0
40942,3.49,3.0
1154,3.87,1.0
44971,4.24,3.0
28240,3.71,4.0
11348,4.14,4.0
72849,4.08,2.0
43820,3.18,3.0
37332,3.66,4.0
20822,3.18,4.0
72440,3.5,4.0
13959,3.7,4.0
48921,3.62,3.0
9437,3.96,2.5
71896,3.7,3.0
70466,4.05,4.5
72883,3.78,4.0
70431,4.28,4.0
19868,3.82,3.5
66055,3.37,2.5
24281,3.22,2.0
6733,3.99,4.0
31009,3.34,5.0
80580,3.8,4.5
1626,2.86,2.0
58018,3.84,5.0
13048,3.5,4.0
12798,3.6,4.5
5023,3.39,4.0
23918,3.06,3.0
78191,3.86,3.5
74763,3.16,3.5
63308,4.02,3.0
2209,3.98,2.0
75568,4.13,4.0
47857,3.86,4.0
47658,3.3,4.0
80687,3.18,3.0
37142,3.0,3.0
60621,3.92,4.0
19626,4.22,4.0
61701,3.6,4.0
60915,3.76,4.0
51731,3.81,2.0
74854,4.09,4.5
25816,4.2,3.0
46560,3.04,3.5
