original_row_index,oof_pred_knn,rating_true
49968,4.23,5.0
49969,3.44,4.0
49970,3.8,4.5
49971,4.25,5.0
49972,4.08,5.0
49974,4.12,4.0
49975,3.91,5.0
49979,4.24,5.0
49980,4.02,4.5
49981,4.14,4.0
49982,3.85,1.0
49983,4.35,3.5
49984,3.95,5.0
49985,4.06,4.0
49987,3.18,3.0
49988,3.23,3.5
49989,3.52,4.5
49991,3.61,4.0
49994,3.51,4.5
49996,3.91,4.0
49997,4.24,5.0
49999,3.33,4.0
50000,4.04,5.0
50001,3.37,4.5
50002,3.98,5.0
50003,4.16,5.0
50004,3.76,4.0
50005,4.03,5.0
50006,3.68,5.0
50007,3.63,5.0
50009,3.87,4.0
50010,3.97,4.0
50012,3.61,5.0
50013,2.72,5.0
50014,4.07,5.0
50016,3.4,3.5
50017,3.81,5.0
50019,3.82,5.0
50022,3.76,5.0
50025,3.51,5.0
50027,3.75,5.0
50028,3.81,1.5
50029,4.04,4.5
50030,3.12,2.5
50031,3.89,4.0
50033,4.23,5.0
50035,3.46,3.0
50036,4.23,5.0
50037,2.7,1.0
50038,3.02,4.5
50040,4.33,4.0
50044,3.89,3.0
50046,3.63,3.5
50047,3.08,1.5
50049,3.78,4.5
50050,3.88,4.5
50052,3.91,4.5
50054,2.78,2.0
50055,4.5,5.0
50056,3.88,5.0
50060,4.23,3.0
50062,4.29,5.0
50063,4.33,4.5
50065,3.97,4.5
50072,4.28,4.0
50074,3.9,2.0
50075,3.69,5.0
50076,3.84,4.0
50079,3.52,4.0
50080,3.74,3.5
50081,3.16,3.0
50082,3.39,3.5
50083,4.22,4.0
50089,3.95,4.0
50090,3.93,4.0
50093,3.74,3.5
50095,4.04,4.5
50096,4.25,4.0
50097,3.39,3.0
50098,3.37,4.0
50099,3.32,3.5
50100,3.4,4.0
50101,3.27,3.5
50102,3.38,5.0
50103,3.89,4.0
50105,3.78,3.5
50107,3.88,3.5
50108,3.73,5.0
50109,3.42,4.5
50110,3.41,3.0
50111,3.45,3.0
50112,3.51,4.0
50113,4.02,3.0
50114,3.53,3.0
50118,2.73,3.0
50119,3.77,4.5
50122,3.94,4.0
50123,2.66,2.0
50124,3.51,5.0
50125,3.1,3.0
50126,3.29,4.0
50127,3.65,3.0
50130,4.06,4.0
50131,3.48,5.0
50132,4.31,5.0
50133,3.7,2.5
50134,4.02,3.5
50135,3.73,3.5
50137,3.7,3.5
50138,2.69,2.5
50139,4.21,4.5
50141,3.71,5.0
50142,4.04,4.5
50145,4.19,5.0
50146,2.96,2.5
50147,3.84,4.0
50150,3.77,3.5
50152,3.69,3.5
50155,3.69,4.5
50157,4.05,4.5
50158,3.84,3.0
50161,3.42,3.5
50162,3.6,4.0
50164,3.85,3.0
50167,3.81,2.5
50168,3.61,4.5
50170,3.83,4.0
50171,4.25,2.0
50172,3.82,3.5
50175,3.61,4.5
50176,3.45,4.5
50177,3.69,4.5
50178,3.18,2.5
50179,3.89,3.5
50182,3.75,4.0
50184,3.17,3.5
50185,3.33,3.5
50186,3.74,3.0
50187,3.79,3.5
50188,3.7,5.0
50189,3.95,3.5
50190,3.8,5.0
50191,3.86,5.0
50192,4.01,4.5
50193,3.26,4.5
50195,3.58,3.0
50198,3.34,1.0
50201,3.92,3.5
50204,4.01,4.0
50205,3.97,4.0
50207,3.99,3.5
50209,3.89,4.5
50210,4.24,2.5
50211,3.79,4.5
50212,4.08,5.0
50214,3.88,3.5
50215,4.17,4.0
50216,3.64,0.5
50218,3.78,4.5
50219,3.93,4.0
50221,3.87,5.0
50222,3.69,5.0
50224,3.54,4.0
50225,3.78,5.0
50227,3.95,4.0
50228,3.14,1.0
50231,3.25,3.0
50232,4.3,4.0
50233,3.68,1.0
50234,3.81,3.0
50237,3.8,4.0
50239,4.08,4.0
50240,4.43,2.0
50242,4.53,4.0
50243,4.09,2.0
50245,3.71,4.0
50246,3.52,4.0
50247,3.89,5.0
50248,3.78,2.0
50249,3.75,5.0
50251,3.91,4.0
50255,4.27,4.0
50257,3.94,4.0
50262,4.13,4.0
50267,3.78,4.0
50268,4.26,4.0
50273,3.17,3.0
50274,3.94,4.0
50277,3.51,4.0
50279,3.72,4.0
50280,3.45,4.0
50281,4.48,5.0
50283,4.34,4.0
50284,4.23,5.0
50285,4.12,5.0
50286,4.26,5.0
50287,4.16,3.0
50288,3.84,4.0
50290,3.06,2.0
50293,3.75,4.0
50294,3.89,4.0
50295,3.45,2.0
50297,4.07,5.0
50298,3.97,4.0
50299,3.45,4.0
50300,3.91,2.0
50301,3.78,4.0
50303,3.35,4.0
50304,4.23,3.0
50306,4.32,4.0
50307,3.85,4.0
50308,4.27,4.0
50309,4.23,4.0
50310,4.07,2.0
50311,4.18,4.0
50312,3.95,4.0
50313,4.3,5.0
50314,4.01,4.0
50318,4.01,4.0
50319,4.02,4.0
50323,4.08,4.0
50324,4.27,5.0
50325,4.14,4.0
50326,4.47,4.0
50327,3.87,5.0
50329,4.19,4.0
50332,3.96,2.0
50334,3.73,4.0
50335,3.81,4.0
50337,3.79,4.0
50338,3.51,3.0
50340,4.01,5.0
50341,3.36,2.0
50343,3.42,2.0
50344,3.41,5.0
50345,3.26,3.0
50347,4.23,5.0
50348,4.09,1.0
50349,3.84,4.0
50350,3.55,4.0
50351,3.33,3.0
50352,3.48,5.0
50354,3.22,2.0
50356,4.12,4.0
50357,3.98,3.0
50358,3.77,4.0
50359,3.76,4.0
50361,4.33,5.0
50362,4.27,4.0
50363,3.97,5.0
50364,3.91,4.0
50366,4.18,5.0
50367,4.08,3.0
50369,3.95,4.0
50370,3.52,4.0
50371,3.44,4.0
50372,4.25,5.0
50373,4.09,5.0
50375,3.81,4.0
50377,3.53,5.0
50378,3.25,4.0
50379,3.35,3.0
50382,4.15,5.0
50384,4.43,5.0
50385,3.79,5.0
50386,4.01,5.0
50387,4.18,4.0
50388,4.12,3.0
50389,4.01,3.0
50390,4.26,5.0
50391,4.03,4.0
50392,4.1,5.0
50393,3.68,4.0
50394,4.3,5.0
50397,4.38,5.0
50398,4.09,5.0
50400,4.2,5.0
50403,4.08,5.0
50405,3.77,3.0
50409,4.04,5.0
50410,4.4,5.0
50413,4.18,4.0
50415,3.64,4.0
50421,3.39,3.0
50422,3.8,5.0
50423,3.63,3.0
50424,3.05,1.0
50426,4.25,5.0
50427,3.35,3.0
50430,3.94,4.0
50432,3.68,4.0
50433,3.78,4.0
50434,3.44,3.0
50435,3.84,5.0
50436,3.57,3.0
50437,3.49,3.0
50441,4.08,5.0
50442,4.53,5.0
50443,4.27,4.5
50444,4.24,4.0
50445,4.31,4.5
50446,4.32,4.0
50447,3.91,4.5
50449,4.02,4.5
50450,3.97,4.0
50455,3.73,4.0
50456,3.78,5.0
50458,4.08,3.5
50461,3.36,4.0
50463,3.92,3.0
50464,3.17,3.0
50465,3.05,2.0
50469,3.76,4.0
50472,4.53,3.0
50474,3.18,3.0
50475,3.75,3.0
50476,3.81,3.0
50477,4.17,3.0
50478,3.89,3.0
50479,3.68,3.0
50480,3.94,4.0
50481,3.91,5.0
50482,4.23,4.0
50483,3.72,2.0
50485,3.57,3.0
50488,4.5,5.0
50489,4.16,3.0
50491,3.91,2.0
50492,4.35,5.0
50494,3.73,4.0
50495,3.8,3.0
50497,4.03,3.0
50499,3.64,4.0
50502,3.92,2.0
50503,4.38,4.0
50504,4.09,4.0
50506,3.85,2.0
50508,4.14,3.0
50512,3.18,3.0
50513,3.91,3.0
50515,3.69,4.0
50517,3.59,2.0
50519,3.07,4.0
50520,4.1,2.0
50521,3.71,3.0
50522,3.41,2.0
50523,3.57,2.0
50524,3.66,4.0
50525,3.26,2.0
50529,3.98,3.0
50532,3.6,4.0
50533,3.84,3.0
50535,3.6,4.0
50536,3.46,3.0
50538,3.54,2.0
50539,3.31,1.0
50540,4.16,2.0
50543,3.68,3.0
50545,3.3,3.0
50546,3.05,4.0
50547,3.44,4.0
50548,3.8,3.0
50550,4.04,3.0
50552,3.89,4.0
50553,4.01,4.0
50554,3.96,4.0
50555,4.24,2.0
50556,4.04,4.0
50558,3.75,3.0
50560,3.32,3.0
50561,3.93,4.0
50562,3.21,4.0
50563,3.44,3.0
50564,3.05,1.0
50565,3.93,3.0
50566,3.14,3.0
50567,3.09,3.0
50571,2.96,3.0
50572,3.77,3.0
50573,3.78,3.0
50576,4.0,4.0
50578,3.86,4.0
50580,3.44,4.0
50583,3.36,3.0
50584,3.34,3.0
50585,3.44,4.0
50588,3.44,3.0
50589,3.37,3.0
50596,3.07,3.0
50602,3.6,1.0
50605,3.52,2.0
50606,3.97,3.0
50610,2.79,1.0
50611,3.25,4.0
50613,2.92,2.0
50616,4.02,3.0
50617,3.05,4.0
50618,3.68,4.0
50619,3.83,2.0
50621,3.34,3.0
50623,3.41,4.0
50625,3.42,3.0
50626,3.17,3.0
50627,3.56,2.0
50628,3.3,4.0
50629,3.13,1.0
50631,3.06,3.0
50633,2.86,1.0
50634,3.08,3.0
50635,3.57,2.0
50636,3.15,3.0
50638,3.66,4.0
50641,3.26,4.0
50642,3.3,1.0
50644,3.06,4.0
50645,3.33,1.0
50647,3.67,3.0
50649,3.37,4.0
50650,3.05,2.0
50651,3.06,2.0
50653,3.25,1.0
50654,2.78,3.0
50658,2.99,2.0
50661,3.43,1.0
50662,3.1,3.0
50663,3.29,5.0
50664,3.89,3.0
50666,3.58,4.0
50669,3.16,4.0
50673,4.06,4.0
50676,4.03,4.0
50680,3.54,4.0
50681,3.29,1.0
50682,4.03,3.0
50684,4.06,5.0
50685,4.25,3.0
50686,3.48,4.0
50687,4.53,5.0
50688,2.87,1.0
50689,3.45,3.0
50690,4.09,4.0
50691,3.71,5.0
50693,2.93,4.0
50694,2.6,3.0
50695,3.73,4.0
50696,3.56,4.0
50697,3.17,2.0
50698,2.99,4.0
50699,3.63,3.0
50700,3.61,4.0
50701,3.81,5.0
50702,3.03,4.0
50703,3.47,3.0
50704,3.08,3.0
50705,3.21,3.0
50706,3.59,3.0
50707,3.94,5.0
50708,3.78,5.0
50710,3.91,4.0
50711,3.84,3.0
50713,3.8,3.5
50715,3.37,4.5
50716,3.54,4.5
50717,3.57,5.0
50718,3.98,4.5
50719,4.35,5.0
50722,4.09,3.5
50723,4.11,3.5
50724,3.73,4.5
50727,3.87,3.5
50728,3.44,2.5
50730,4.47,4.5
50731,4.12,3.5
50733,3.97,4.0
50734,3.65,3.0
50735,3.82,3.5
50736,4.34,4.5
50738,4.18,3.5
50741,3.96,4.5
50743,4.09,4.0
50744,3.83,3.5
50745,4.09,4.5
50748,3.91,4.0
50752,3.88,4.5
50753,3.22,0.5
50758,3.68,4.0
50759,4.17,4.5
50760,4.04,4.0
50763,3.93,4.5
50764,3.76,1.0
50765,4.21,4.0
50767,3.69,4.5
50769,3.41,3.5
50771,3.97,3.0
50772,3.99,4.5
50774,3.93,4.0
50775,3.69,3.5
50779,3.65,3.5
50780,4.04,5.0
50781,3.66,4.0
50782,3.93,4.5
50785,3.54,3.0
50786,4.08,4.0
50787,3.81,4.0
50788,4.31,5.0
50791,3.54,4.0
50793,3.68,2.5
50794,3.72,4.0
50796,3.11,4.5
50797,4.04,4.0
50800,4.19,5.0
50802,2.88,3.0
50804,4.24,4.5
50806,4.05,4.0
50809,4.14,4.5
50811,3.49,3.5
50815,3.36,1.0
50818,3.77,4.5
50819,3.87,4.0
50820,2.76,4.0
50821,4.1,4.5
50822,2.94,2.5
50823,3.12,4.5
50824,4.43,5.0
50827,4.25,4.5
50828,4.53,4.5
50830,3.86,4.5
50832,3.74,4.5
50834,3.59,4.0
50835,3.67,4.0
50836,3.48,4.5
50838,3.89,4.0
50839,3.81,4.5
50840,4.12,4.0
50841,3.55,4.5
50843,3.38,4.5
50844,3.47,5.0
50846,3.21,4.0
50847,3.68,4.5
50849,3.78,4.0
50850,3.44,4.5
50851,4.13,5.0
50852,3.84,4.0
50856,3.17,3.5
50857,3.22,3.0
50858,3.09,3.0
50859,3.38,3.5
50860,4.48,4.5
50864,3.94,4.5
50865,3.8,4.5
50866,3.46,4.5
50867,3.74,4.5
50870,4.09,4.5
50871,3.75,4.5
50872,4.29,4.5
50873,4.29,4.5
50876,4.03,4.5
50877,4.34,4.5
50880,3.95,5.0
50882,3.85,4.5
50884,4.06,4.5
50887,3.83,4.5
50888,4.08,4.5
50891,4.28,4.0
50892,3.83,3.5
50893,4.14,5.0
50896,3.94,4.5
50897,3.66,4.5
50898,3.6,4.0
50901,3.17,4.5
50902,3.41,4.5
50903,3.37,4.5
50904,3.57,0.5
50905,3.53,4.5
50906,3.35,1.0
50907,3.76,4.5
50908,3.77,4.5
50909,4.1,4.5
50910,3.21,4.0
50911,3.73,4.5
50912,3.2,4.0
50913,2.99,3.5
50914,3.48,5.0
50917,3.96,5.0
50918,3.9,5.0
50919,3.44,5.0
50920,3.6,4.5
50921,4.09,5.0
50922,3.45,4.5
50923,3.6,4.5
50924,3.81,5.0
50925,3.19,0.5
50927,3.47,4.5
50929,3.59,4.5
50930,3.89,4.0
50932,4.15,4.5
50934,3.47,4.5
50935,3.48,4.5
50936,3.27,4.5
50939,3.77,4.5
50940,3.55,4.5
50941,3.65,4.5
50943,3.86,5.0
50944,4.04,4.5
50945,3.73,4.0
50947,4.07,4.5
50948,3.7,4.5
50950,4.02,5.0
50952,3.46,4.5
50953,3.78,4.0
50954,3.39,4.5
50958,3.89,4.5
50959,3.86,2.5
50960,3.99,4.5
50961,3.1,3.5
50962,3.55,3.5
50963,3.72,4.5
50964,3.94,4.5
50965,3.91,4.5
50968,3.72,4.5
50972,3.72,4.5
50975,3.51,4.5
50977,3.66,4.5
50978,3.65,4.5
50981,3.95,4.0
50982,3.36,4.5
50984,3.8,4.0
50987,3.79,4.0
50988,3.78,2.5
50994,3.64,3.5
50996,3.71,4.0
50997,3.53,4.0
50999,3.44,4.0
51000,3.33,4.0
51001,3.74,4.0
51002,3.42,4.5
51005,4.03,5.0
51006,3.92,3.5
51007,3.82,4.5
51008,4.35,4.5
51009,4.12,5.0
51011,4.19,4.5
51012,3.89,5.0
51017,4.29,5.0
51018,4.28,5.0
51019,3.97,5.0
51020,4.09,5.0
51022,4.19,5.0
51023,4.24,4.5
51024,4.14,5.0
51025,4.29,5.0
51026,3.95,5.0
51030,4.16,5.0
51031,3.93,5.0
51032,3.7,5.0
51033,3.48,5.0
51037,3.35,5.0
51038,4.33,5.0
51040,2.71,3.5
51042,4.34,5.0
51043,4.17,4.0
51047,4.1,3.0
51048,3.74,4.0
51049,3.5,4.0
51051,3.61,4.0
51052,3.46,4.0
51053,3.51,1.0
51054,2.63,1.0
51056,4.1,5.0
51057,4.01,4.0
51058,4.25,4.5
51059,4.53,5.0
51061,3.81,3.5
51063,3.91,3.5
51064,3.61,3.0
51065,3.42,3.5
51066,2.96,1.5
51067,4.02,4.0
51068,4.22,3.5
51069,3.22,2.5
51070,3.05,4.0
51071,3.12,2.0
51072,3.57,4.0
51075,3.64,2.5
51076,4.12,3.5
51077,4.53,5.0
51078,3.86,5.0
51079,4.31,5.0
51080,3.64,4.0
51081,4.04,4.5
51083,4.39,5.0
51085,3.27,4.5
51088,4.0,5.0
51090,3.71,4.5
51091,3.89,4.5
51093,3.84,4.0
51094,3.71,4.5
51095,3.52,5.0
51096,4.11,5.0
51098,3.5,4.5
51099,3.36,4.0
51100,4.02,5.0
51101,3.73,4.5
51105,3.32,3.0
51106,3.69,3.0
51107,3.94,3.0
51108,3.15,3.0
51109,3.52,3.0
51111,3.49,3.0
51113,3.31,3.0
51114,3.38,3.0
51120,3.81,4.0
51121,3.54,3.0
51123,2.8,3.0
51124,2.7,3.0
51126,3.54,3.0
51127,3.58,3.0
51128,3.13,2.0
51129,2.52,2.0
51130,3.09,3.0
51131,2.8,4.0
51132,3.26,1.0
51133,3.49,3.0
51135,3.44,3.0
51137,3.75,2.0
51138,4.06,2.0
51140,3.18,3.0
51142,3.83,3.0
51143,3.78,3.0
51144,3.07,4.0
51149,3.33,3.0
51150,4.53,4.0
51152,3.83,3.0
51153,3.43,3.0
51154,3.52,3.0
51155,2.89,3.0
51156,3.88,3.0
51157,3.73,3.0
51158,3.63,4.0
51161,3.47,4.0
51162,3.94,3.0
51163,3.51,3.0
51164,3.96,3.0
51165,3.68,3.0
51168,3.91,4.0
51170,4.23,4.0
51172,4.43,5.0
51174,3.81,5.0
51175,3.94,5.0
51176,3.91,5.0
51179,4.09,5.0
51183,4.28,5.0
51184,4.04,4.0
51187,4.03,5.0
51189,4.19,5.0
51192,4.23,4.0
51193,3.87,4.0
51196,4.25,5.0
51197,3.22,3.0
51202,3.65,4.0
51203,3.56,4.0
51204,3.02,3.0
51205,3.4,5.0
51206,3.94,5.0
51207,3.81,4.0
51209,3.78,5.0
51211,3.91,5.0
51214,4.06,5.0
51215,4.26,5.0
51216,4.31,5.0
51218,4.53,4.0
51222,4.23,5.0
51223,4.29,4.5
51225,4.33,5.0
51226,4.28,4.0
51227,4.19,4.0
51229,4.19,4.5
51230,4.34,5.0
51231,4.28,4.0
51232,3.93,5.0
51235,3.85,5.0
51236,4.32,5.0
51237,4.28,4.5
51239,4.03,5.0
51240,4.08,4.5
51241,3.95,5.0
51245,3.78,5.0
51246,4.1,5.0
51247,3.99,4.5
51248,4.36,4.5
51249,4.12,5.0
51250,3.88,5.0
51251,3.89,5.0
51252,4.01,4.0
51253,3.69,4.5
51255,3.93,5.0
51256,4.15,5.0
51259,4.37,4.5
51262,3.42,0.5
51263,3.69,5.0
51264,3.75,3.5
51265,3.98,5.0
51266,3.73,5.0
51269,3.94,4.0
51271,3.5,5.0
51273,4.06,4.0
51274,3.91,5.0
51277,3.91,4.5
51278,4.0,5.0
51279,3.61,4.0
51280,4.22,4.5
51281,4.14,1.0
51282,3.91,4.5
51283,3.95,5.0
51284,4.27,5.0
51285,4.03,3.0
51286,3.85,4.5
51287,3.74,5.0
51289,4.11,5.0
51291,3.61,2.0
51292,4.01,3.0
51293,4.04,4.5
51294,3.85,4.5
51295,3.73,3.0
51297,3.93,3.0
51298,3.97,5.0
51301,3.66,5.0
51302,4.01,4.5
51304,3.35,4.5
51305,3.97,5.0
51307,3.84,4.5
51308,4.24,4.0
51310,3.7,5.0
51312,3.96,5.0
51313,4.23,4.0
51315,3.43,2.0
51316,2.67,5.0
51322,4.31,5.0
51325,4.22,4.0
51327,3.47,5.0
51330,4.16,5.0
51333,3.45,1.0
51335,4.15,4.0
51339,3.67,1.0
51340,3.39,3.0
51341,4.14,5.0
51342,3.74,5.0
51343,4.01,3.0
51346,3.74,4.0
51348,2.84,5.0
51350,3.95,3.0
51352,3.69,3.0
51354,3.83,4.0
51355,3.61,3.0
51360,3.6,3.0
51362,3.58,3.0
51363,3.57,4.0
51364,3.69,4.0
51366,3.31,3.0
51367,3.91,4.0
51368,4.04,3.0
51370,3.8,3.0
51371,3.14,1.0
51373,4.02,3.0
51374,3.46,1.0
51377,4.31,4.0
51378,3.07,3.0
51379,3.34,3.0
51380,3.8,4.0
51382,3.48,3.0
51383,3.62,4.0
51387,3.84,3.0
51388,2.82,3.0
51390,3.36,2.0
51393,3.54,3.0
51394,2.97,3.0
51396,3.87,3.0
51397,4.08,3.5
51401,3.7,4.0
51403,3.46,2.0
51407,4.54,5.0
51408,3.83,4.0
51410,3.63,3.0
51411,2.94,1.0
51413,3.82,2.0
51414,4.19,4.0
51415,3.75,4.0
51417,3.78,4.0
51418,3.57,3.0
51422,3.58,2.0
51424,3.94,4.0
51426,3.81,3.0
51427,3.82,4.0
51428,3.73,5.0
51429,3.81,5.0
51430,3.32,2.0
51431,3.32,3.0
51432,3.48,3.0
51434,3.67,3.0
51437,3.68,2.0
51438,3.68,2.0
51439,4.17,4.0
51441,3.34,4.0
51442,3.06,1.0
51443,2.92,3.0
51444,3.13,4.0
51445,3.94,4.0
51446,3.82,4.0
51447,3.91,5.0
51449,4.15,5.0
51455,3.88,3.0
51456,3.38,3.0
51461,2.82,2.0
51462,3.19,3.0
51467,3.13,3.0
51470,3.38,3.0
51472,2.8,1.0
51474,3.8,3.5
51475,4.39,4.0
51476,4.34,4.0
51478,4.29,4.0
51480,4.26,3.0
51481,4.09,5.0
51482,4.04,5.0
51483,3.75,4.0
51486,4.26,4.0
51489,4.12,2.5
51492,3.33,3.0
51493,3.77,4.0
51494,3.8,4.0
51495,4.04,4.0
51496,3.95,2.0
51497,3.53,3.0
51499,4.15,4.0
51500,4.2,3.0
51502,4.16,3.0
51504,4.23,4.0
51505,3.64,3.0
51506,3.92,5.0
51508,3.77,4.0
51509,3.71,5.0
51511,3.72,2.5
51512,4.11,4.0
51514,3.51,3.0
51515,3.58,3.0
51517,3.82,3.0
51519,4.32,5.0
51520,4.18,4.0
51522,4.28,4.0
51525,4.37,4.0
51526,3.96,4.0
51527,3.95,3.0
51531,3.95,3.0
51533,4.3,5.0
51534,4.16,3.0
51535,4.28,4.0
51540,4.01,5.0
51542,3.98,4.0
51544,4.15,4.0
51545,3.77,3.5
51546,4.26,4.0
51552,4.47,5.0
51553,3.98,4.0
51557,4.28,4.0
51558,4.1,3.0
51559,4.04,4.0
51561,4.23,4.0
51563,3.79,3.0
51565,4.19,4.0
51566,3.83,4.0
51571,3.7,4.0
51572,3.93,4.0
51574,3.43,1.0
51575,3.83,5.0
51576,3.66,4.0
51577,3.08,3.0
51578,3.6,4.0
51580,3.74,5.0
51583,3.54,3.0
51584,3.18,4.5
51586,3.87,1.0
51587,4.0,3.0
51591,3.35,3.0
51592,2.56,1.0
51593,3.72,3.0
51594,3.39,3.0
51595,2.44,1.0
51596,3.71,3.0
51597,3.37,4.0
51598,2.8,1.0
51600,3.39,3.0
51601,3.53,4.0
51603,3.85,2.0
51605,3.79,3.0
51607,3.77,4.0
51612,3.69,1.5
51613,3.75,4.0
51614,3.18,2.0
51615,3.36,2.0
51618,3.8,2.0
51619,3.74,3.0
51620,3.75,3.0
51621,3.83,3.0
51622,4.1,4.0
51623,3.47,4.0
51626,3.86,3.0
51628,3.95,4.0
51629,3.48,3.0
51630,3.73,1.0
51632,4.14,3.0
51633,2.43,2.0
51635,3.21,1.0
51636,3.56,4.0
51637,3.68,5.0
51639,3.44,2.0
51640,3.73,1.0
51641,4.32,3.5
51642,3.38,3.0
51646,3.15,3.0
51650,3.61,2.0
51652,3.99,3.0
51655,3.67,3.0
51660,4.13,5.0
51661,4.11,4.0
51664,4.19,5.0
51672,4.03,4.0
51674,3.95,3.0
51675,4.2,4.0
51676,3.93,4.0
51678,2.63,1.0
51679,2.54,0.5
51680,3.51,4.0
51683,3.64,2.5
51684,3.31,3.0
51687,4.22,3.5
51691,3.97,3.0
51693,2.9,3.0
51694,4.09,3.0
51696,3.3,3.0
51697,3.81,3.0
51698,3.76,2.5
51699,3.3,3.0
51700,3.99,3.0
51701,3.29,3.0
51703,3.31,3.0
51704,3.28,3.0
51705,3.95,3.5
51706,4.03,5.0
51711,4.26,3.0
51713,3.86,3.0
51719,4.08,5.0
51721,3.96,3.0
51724,4.0,4.0
51726,3.69,3.0
51728,4.04,4.0
51729,3.45,2.0
51730,4.09,5.0
51731,3.75,2.0
51735,3.82,3.0
51736,3.6,3.0
51737,3.58,4.0
51739,3.43,3.0
51740,3.55,4.0
51741,3.54,4.0
51743,3.83,1.0
51744,2.82,3.0
51745,3.29,2.0
51746,3.33,1.0
51748,4.1,5.0
51750,3.59,3.0
51751,3.5,4.0
51752,4.09,4.0
51753,3.32,2.0
51755,3.3,2.0
51756,3.15,2.0
51757,3.48,2.0
51758,4.05,3.0
51760,4.02,1.5
51761,3.5,2.0
51762,2.84,3.0
51763,3.26,3.0
51764,3.67,3.0
51765,3.4,3.0
51768,2.91,3.0
51769,4.24,2.0
51770,3.31,2.0
51772,2.84,3.0
51773,3.65,4.0
51775,3.12,2.0
51776,3.59,2.0
51780,3.5,4.0
51781,3.71,4.0
51782,3.38,3.0
51784,3.93,5.0
51785,2.96,3.0
51790,3.44,3.0
51791,3.01,1.0
51792,3.88,4.0
51797,3.69,1.5
51801,3.91,5.0
51803,3.78,4.0
51806,3.39,1.0
51807,3.22,3.0
51808,3.25,3.0
51809,4.14,3.5
51811,3.0,3.0
51812,4.02,3.5
51814,3.37,4.0
51815,3.17,2.0
51816,3.21,2.0
51818,3.52,4.0
51820,3.94,5.0
51821,4.06,3.0
51822,3.91,3.5
51824,3.72,3.5
51826,3.39,0.5
51827,4.0,1.0
51831,4.25,4.0
51834,4.02,3.0
51835,3.86,4.0
51836,3.82,3.0
51837,3.89,4.0
51839,3.82,3.0
51841,3.93,4.0
51845,3.63,4.0
51846,3.35,2.0
51847,3.16,4.0
51850,3.7,2.0
51851,2.64,1.0
51854,3.78,3.0
51855,3.43,2.0
51856,3.63,4.5
51857,3.31,3.0
51860,3.58,3.0
51862,4.02,2.0
51864,3.93,5.0
51865,3.28,2.0
51866,3.22,3.0
51868,3.36,3.0
51872,3.34,2.0
51875,4.24,3.5
51876,3.32,3.0
51877,3.45,0.5
51882,3.39,5.0
51883,3.52,2.0
51885,3.86,4.0
51887,3.06,4.0
51888,4.05,5.0
51893,3.64,3.0
51900,3.8,4.0
51902,3.46,2.5
51903,3.89,4.0
51904,3.92,4.0
51906,3.09,3.0
51910,3.54,3.0
51912,4.06,3.0
51914,3.19,3.0
51915,3.91,3.0
51916,3.39,1.0
51917,3.45,3.0
51918,3.51,2.0
51920,3.66,3.0
51923,3.44,4.0
51926,4.02,4.0
51928,3.8,3.5
51929,2.74,3.0
51930,3.28,3.0
51931,3.52,2.0
51933,4.12,4.0
51934,4.11,4.0
51935,3.51,3.0
51938,2.94,2.0
51939,3.15,1.0
51941,3.55,3.5
51942,4.39,4.0
51946,3.19,3.0
51947,3.03,4.0
51948,3.06,3.0
51949,3.95,4.0
51955,3.8,3.5
51961,3.82,4.0
51964,3.69,2.0
51965,3.78,3.5
51968,4.08,3.0
51969,3.61,3.0
51970,3.46,2.0
51975,2.82,1.0
51976,3.61,4.0
51977,3.26,4.0
51979,3.59,1.0
51980,3.79,3.0
51982,3.76,5.0
51983,3.37,3.0
51985,4.1,3.5
51987,3.73,3.0
51988,3.88,4.0
51989,3.34,3.0
51992,3.52,4.0
51993,3.36,3.0
51995,3.89,4.0
51996,3.71,2.5
51997,3.48,4.0
51998,3.76,4.0
52001,3.75,3.0
52002,3.36,2.0
52004,3.33,1.0
52009,3.71,4.0
52010,3.98,4.0
52011,4.04,5.0
52012,3.62,3.0
52014,3.66,3.0
52016,3.23,1.0
52018,3.35,4.0
52020,3.94,4.0
52022,3.58,1.5
52025,2.91,1.5
52026,2.88,3.0
52027,3.83,4.0
52029,3.36,4.0
52030,3.42,3.0
52031,3.41,3.0
52032,3.37,4.0
52033,3.06,3.0
52036,3.19,0.5
52037,3.46,3.0
52039,3.1,1.0
52040,3.56,4.0
52041,2.95,2.0
52043,3.87,4.0
52045,3.65,3.0
52049,3.02,2.0
52050,3.51,3.0
52052,3.58,2.5
52053,3.59,3.0
52054,3.34,2.0
52056,3.61,3.0
52057,3.67,4.0
52058,3.3,2.5
52060,3.75,5.0
52061,3.9,2.5
52062,3.83,2.5
52063,2.87,3.5
52066,3.54,5.0
52067,3.97,5.0
52068,3.03,2.0
52069,3.84,3.0
52071,4.12,4.0
52072,3.28,3.0
52073,3.57,3.0
52074,3.49,4.0
52075,3.64,2.5
52076,3.46,4.0
52078,3.25,2.5
52079,3.65,2.0
52082,3.72,4.0
52083,3.76,2.0
52084,3.75,4.0
52088,4.0,2.5
52090,3.5,3.5
52091,4.15,4.5
52093,3.23,1.5
52095,3.54,4.0
52096,3.21,2.5
52098,3.74,3.5
52099,2.72,3.0
52100,3.83,2.5
52101,3.04,4.0
52102,3.54,3.5
52107,3.42,0.5
52109,3.81,5.0
